263 673 203
78 101 710
458 754 876
952 976 772
817 930 514
53 885 369
663 332 671
567 356 820
346 777 68
481 997 6
479 980 695
934 611 478
953 450 629
876 953 571
531 121 754
484 245 98
443 569 571
822 115 216
732 291 565
626 861 861
65 693 142
441 370 662
146 857 944
926 454 908
700 481 955
749 336 659
222 929 22
549 182 96
673 887 600
361 353 486
708 724 144
520 370 605
11 5 296
772 946 629
343 397 605
430 609 248
269 591 400
234 12 341
189 995 990
729 243 322
978 316 785
764 126 272
915 423 559
688 938 613
972 271 803
959 714 994
751 986 360
904 877 469
658 503 297
684 813 282
661 156 597
459 69 636
678 75 48
952 762 467
932 530 114
191 298 672
8 942 688
896 97 263
922 132 109
229 199 555
704 579 743
705 158 643
164 551 825
852 907 939
466 659 877
815 692 327
979 185 835
484 449 126
498 871 516
900 758 185
112 583 56
647 257 605
698 156 930
996 771 142
846 484 533
71 598 959
394 969 692
53 583 553
928 550 933
510 899 804
380 115 480
458 480 587
885 276 702
970 13 90
423 234 376
511 794 880
435 962 254
897 882 482
141 615 608
981 305 66
444 119 614
793 630 97
923 173 372
927 209 525
190 64 725
940 898 269
197 45 699
597 239 622
302 25 187
966 572 112
384 363 456
528 536 331
624 238 799
350 124 763
333 950 106
967 244 642
358 658 224
176 998 400
145 944 970
608 547 281
323 921 289
209 997 381
619 383 987
695 796 575
187 634 633
966 776 662
130 736 749
0 43 282
983 650 329
919 645 510
683 439 184
851 770 821
541 181 326
967 151 886
12 192 27
620 217 124
826 798 206
130 133 497
791 389 387
437 258 62
129 618 73
453 691 242
383 217 498
514 762 990
644 84 652
812 146 17
447 20 885
529 125 846
659 637 344
573 316 740
77 26 171
168 480 13
724 313 741
196 173 772
912 968 102
242 728 829
868 130 431
208 653 679
42 350 501
51 806 548
874 828 626
598 475 778
965 381 361
296 967 862
419 711 166
647 285 308
272 869 889
188 894 839
753 269 408
880 75 316
786 56 486
688 652 598
526 675 131
30 313 607
861 166 830
730 762 378
824 290 920
891 635 151
291 855 359
754 704 179
197 399 326
493 682 42
917 680 173
326 400 357
211 241 961
428 422 111
812 195 1
84 327 275
559 824 311
499 134 71
937 949 520
960 511 417
433 282 402
309 474 411
412 991 217
266 754 903
360 338 432
856 260 201
566 128 605
962 249 821
259 642 598
316 557 624
219 395 243
702 370 5
885 78 343
679 801 294
233 676 53
844 634 904
675 654 46
920 33 554
146 225 829
241 284 820
397 723 121
634 871 705
990 356 627
509 238 724
265 296 198
12 241 38
853 402 275
70 705 873
689 415 759
441 608 318
739 553 653
216 218 49
139 373 204
650 214 23
985 272 565
45 479 956
30 205 844
357 202 816
512 155 389
677 937 433
377 490 917
200 584 727
120 269 521
102 660 780
600 270 854
165 353 931
959 744 679
50 926 401
455 154 765
351 733 416
959 80 46
927 379 55
417 820 981
52 10 767
656 260 72
582 485 822
139 543 576
650 828 928
337 237 970
540 224 752
199 561 599
87 268 654
41 123 75
257 447 592
431 968 31
623 80 45
407 344 852
332 120 71
624 339 211
205 203 510
105 91 840
840 889 291
153 303 303
80 436 313
261 884 277
308 69 223
163 121 207
367 271 916
548 622 206
400 353 488
391 831 437
913 41 768
986 310 312
909 161 978
31 282 685
944 279 785
827 702 530
722 847 449
23 742 188
894 70 117
156 698 417
210 214 616
371 642 826
765 120 149
963 296 206
550 589 38
329 604 405
56 664 831
931 66 599
148 758 216
335 612 189
110 640 196
191 518 470
413 548 87
764 799 82
910 363 840
914 19 375
104 136 708
260 474 345
453 454 748
817 710 603
787 705 66
510 79 809
518 746 821
870 506 344
142 617 451
765 463 372
953 526 897
457 998 44
58 517 393
293 334 124
115 661 48
795 777 160
870 80 702
633 748 345
255 751 165
295 350 779
755 893 159
90 455 10
66 306 233
591 131 887
742 21 481
562 965 872
75 176 987
969 69 388
620 593 72
952 984 546
482 947 350
490 808 266
676 341 704
37 177 527
26 68 893
96 107 218
452 880 746
730 974 419
618 93 500
343 860 882
145 519 572
460 34 984
791 993 194
108 757 604
856 661 241
811 613 116
192 322 998
37 137 178
386 11 745
99 825 957
765 800 597
779 9 89
362 746 246
558 975 203
790 809 385
33 707 278
728 637 572
352 676 49
24 379 451
592 963 721
544 277 45
11 934 998
404 395 751
167 603 294
204 200 300
113 217 677
198 474 72
288 98 382
770 770 692
619 39 518
43 898 805
436 926 772
692 747 631
225 655 691
48 84 350
450 717 210
705 90 7
902 889 125
469 293 536
365 761 166
623 579 171
443 531 111
937 343 102
541 110 959
554 957 394
923 593 867
446 253 320
807 292 898
339 181 213
974 416 640
611 304 921
881 843 222
915 123 64
811 823 738
621 978 294
700 799 960
496 556 589
101 937 611
425 851 927
382 499 315
272 975 436
53 916 340
5 969 807
342 916 878
41 109 84
558 132 608
100 20 828
168 283 376
975 10 516
724 731 865
391 874 795
652 190 18
107 273 38
283 817 189
465 299 249
895 897 320
746 639 78
62 288 158
169 355 675
146 91 414
802 664 458
287 12 438
331 263 433
190 940 657
249 70 95
147 472 534
740 798 113
818 805 645
416 635 805
727 714 59
847 308 935
343 945 466
486 18 765
228 50 33
863 482 557
543 352 292
237 201 47
223 108 766
230 515 600
537 413 97
902 449 38
883 619 775
6 614 3
835 149 888
998 871 243
133 43 66
736 286 195
565 597 358
389 481 382
869 998 436
702 522 344
363 989 843
196 192 467
724 817 798
765 757 263
25 351 742
171 789 515
471 240 826
294 914 690
164 465 44
217 175 302
323 288 127
490 686 385
164 411 733
56 62 211
465 641 30
6 928 564
166 897 154
857 344 925
780 370 279
90 445 624
718 89 246
388 43 645
283 65 768
747 713 273
348 951 101
925 864 486
157 592 857
681 301 818
11 527 670
744 29 705
73 284 918
337 173 817
542 535 737
268 362 755
859 94 586
979 542 92
394 410 202
258 149 71
140 59 578
243 145 575
603 733 522
222 385 162
13 107 741
141 488 857
536 674 151
776 487 108
165 163 600
397 400 821
161 145 240
38 414 601
917 832 911
639 958 621
986 46 21
958 853 222
904 818 752
302 249 454
427 289 499
671 607 385
749 123 647
675 298 43
498 529 452
525 306 143
181 65 271
707 81 285
562 687 88
738 715 575
981 731 456
565 193 604
661 96 538
479 847 57
315 19 790
92 656 174
596 415 73
581 755 44
490 987 723
27 605 745
489 454 616
854 222 523
468 488 88
530 73 901
770 704 632
831 289 507
634 875 999
419 147 120
80 284 287
972 8 712
930 128 124
809 961 724
