889 769 11
278 723 702
18 118 232
155 880 843
340 766 439
736 977 618
555 907 813
483 762 282
849 426 718
439 573 403
358 332 711
57 255 536
278 335 554
33 666 447
593 353 379
145 494 298
911 891 71
575 337 867
803 80 360
136 842 308
879 996 827
609 367 532
426 519 618
373 939 386
452 705 287
590 28 946
69 12 35
725 609 571
224 643 131
500 317 25
322 835 167
942 260 35
120 845 669
233 484 149
805 568 232
565 764 710
237 547 897
980 978 335
617 654 704
885 68 435
580 79 333
60 336 721
371 939 352
920 766 868
577 181 757
455 928 575
420 968 164
137 631 466
145 522 897
499 485 67
767 75 406
719 968 312
138 877 296
489 383 813
310 120 255
595 341 232
562 737 858
129 358 750
515 935 789
213 445 757
394 248 770
837 642 965
853 418 616
988 784 832
406 250 566
640 930 73
995 631 725
383 423 660
989 247 288
822 345 829
783 746 641
453 465 736
276 519 622
192 792 474
19 165 211
887 473 969
390 797 639
626 618 151
905 405 614
967 342 244
164 105 710
962 646 641
319 578 254
278 21 955
163 286 948
921 220 184
710 139 729
613 109 208
415 953 429
143 491 508
267 465 138
209 403 229
466 312 494
606 750 773
322 479 980
170 638 730
776 155 485
839 876 448
602 104 464
877 907 758
686 697 184
839 923 561
385 630 535
534 622 321
990 59 541
987 379 127
466 628 533
930 843 470
965 152 74
328 491 121
570 228 978
931 124 761
713 773 288
157 235 816
337 268 168
750 150 755
555 559 354
296 671 796
368 243 554
547 546 583
648 351 967
112 565 842
55 324 708
559 356 292
104 200 665
397 836 321
816 380 775
538 320 666
407 569 308
4 406 928
786 540 717
103 402 22
23 469 408
805 153 0
892 668 407
642 867 358
699 954 356
949 680 517
329 421 62
833 26 38
865 108 124
975 885 911
170 905 335
143 912 685
593 614 407
263 384 743
326 539 454
953 754 14
303 282 660
459 975 493
921 78 961
403 247 588
56 105 19
901 122 256
809 793 365
548 160 885
916 329 657
136 260 236
216 722 606
848 656 700
391 875 733
137 806 849
822 806 656
91 730 114
716 53 7
436 157 539
665 78 704
52 252 904
895 448 654
683 653 441
440 109 97
402 574 273
887 606 200
692 989 113
418 391 298
712 346 982
493 173 918
772 137 66
272 728 147
761 430 589
854 521 225
213 589 938
121 267 365
383 89 718
833 52 119
370 362 951
133 157 287
240 913 651
979 80 159
217 115 240
904 643 42
539 767 664
758 4 869
657 793 294
989 899 40
589 937 273
353 746 716
270 281 466
782 387 669
534 255 170
383 389 750
946 277 866
581 888 677
492 735 489
911 641 46
136 720 130
451 820 956
667 529 649
144 144 481
112 428 642
262 871 213
329 778 431
888 276 777
723 648 319
843 210 257
121 99 412
742 381 368
64 352 786
465 156 356
917 708 3
162 246 441
257 566 934
585 584 70
449 299 265
548 663 842
807 454 862
112 593 82
795 463 687
970 939 767
444 713 974
243 626 778
608 390 702
518 443 707
956 293 763
549 654 954
575 915 875
901 562 845
557 18 167
458 75 784
558 96 997
618 464 241
78 806 868
33 731 243
719 70 64
644 912 693
419 747 512
504 123 718
925 262 329
69 354 53
10 372 691
367 35 493
58 727 228
493 146 204
448 264 772
63 436 880
931 86 322
794 477 701
263 90 998
215 228 488
408 582 739
904 684 163
413 953 597
734 342 425
288 730 173
44 309 242
179 861 387
945 165 892
343 294 494
691 418 974
54 367 683
20 516 728
801 915 43
626 377 925
535 653 329
195 641 212
464 512 808
399 485 30
177 668 621
674 624 610
298 694 785
832 980 686
957 261 843
915 661 270
261 725 875
613 849 909
276 375 53
83 196 363
959 388 484
893 991 266
177 267 1
432 939 179
66 354 10
672 107 29
63 214 49
178 299 260
287 962 139
331 759 921
832 959 333
160 346 502
324 376 299
675 927 574
355 122 463
450 641 565
568 775 957
397 153 334
235 281 58
661 271 783
909 506 391
798 544 6
831 914 709
779 219 53
150 113 450
928 601 238
759 961 515
135 486 289
131 939 77
867 90 528
986 592 20
867 955 367
638 767 902
620 454 206
309 333 83
713 244 480
902 5 476
938 449 70
687 797 853
863 504 874
614 581 883
516 670 571
133 367 712
134 538 796
944 507 909
494 892 287
790 180 440
615 49 17
454 316 381
566 449 719
826 48 270
925 216 299
639 435 70
561 57 146
149 544 998
257 581 985
936 249 238
350 216 369
677 211 790
960 70 529
357 722 353
577 857 832
564 792 575
48 417 164
98 524 655
911 840 464
752 9 642
788 676 51
272 146 487
601 219 882
477 695 84
66 458 388
55 133 377
108 132 913
670 575 303
751 9 311
607 236 480
900 521 230
900 680 262
548 486 607
739 686 591
495 703 552
853 378 157
939 608 565
986 462 611
908 52 957
590 877 97
13 290 839
213 558 366
316 110 2
112 848 531
478 246 280
575 824 567
700 362 197
80 699 645
138 178 608
372 848 922
848 404 362
446 201 978
739 256 773
755 798 494
814 242 271
24 530 831
412 836 524
598 481 75
147 919 692
690 167 21
236 17 183
981 850 860
69 464 983
897 295 877
173 959 402
251 558 284
722 510 621
97 115 900
113 798 761
275 954 720
917 583 102
784 583 909
762 125 84
596 320 51
846 36 353
617 287 335
102 780 941
931 389 927
58 957 611
44 806 299
16 884 574
894 261 275
130 93 201
443 884 981
969 153 881
789 233 848
659 971 6
266 361 165
803 594 954
545 47 868
996 999 957
822 339 49
599 687 885
997 506 805
774 539 38
403 517 113
114 225 401
553 795 868
777 724 506
187 463 830
254 141 561
937 676 125
717 556 742
219 789 323
742 662 236
371 761 630
459 509 913
483 305 139
653 113 387
723 360 564
252 794 682
837 525 678
890 905 861
777 476 852
784 254 952
699 749 762
666 625 944
608 559 802
468 480 346
362 560 456
836 40 173
667 181 208
707 675 459
43 309 330
109 796 53
354 537 535
271 791 896
941 31 77
618 112 276
993 982 272
286 964 471
345 596 916
155 369 901
787 129 727
424 748 859
232 980 244
967 533 646
722 108 215
600 463 977
349 799 506
85 404 503
671 199 362
297 334 85
775 918 817
473 299 65
208 37 644
886 213 405
965 625 592
171 129 391
284 66 153
909 548 394
811 738 198
419 460 491
325 552 311
975 981 491
376 689 764
744 98 19
598 602 651
791 388 223
17 491 723
97 255 985
191 991 776
832 209 485
336 203 442
68 737 905
636 664 410
20 388 379
777 668 720
647 803 836
279 510 267
87 363 914
449 919 780
139 238 574
941 899 227
797 710 862
611 272 740
578 354 454
787 325 669
404 228 387
686 333 933
247 853 60
106 664 576
674 602 933
298 38 730
182 277 741
153 152 189
764 345 343
130 266 627
189 460 515
995 785 629
457 206 99
867 976 939
779 445 579
252 662 107
488 735 657
555 378 475
611 645 678
794 932 435
537 747 406
711 80 944
956 31 743
69 450 440
942 69 580
201 748 695
236 364 198
476 811 599
525 896 634
889 891 906
112 465 436
842 331 49
7 893 336
87 367 363
696 316 168
39 637 812
276 752 367
181 586 690
356 233 405
328 810 335
95 940 589
992 384 350
349 511 332
792 687 327
522 595 189
964 625 783
75 126 527
927 125 407
932 411 829
967 942 64
786 546 163
733 588 208
634 471 375
172 782 524
251 64 724
147 315 802
169 41 501
244 908 272
571 698 92
616 362 146
911 594 65
996 862 403
65 330 662
851 286 461
131 825 133
417 889 701
952 815 277
737 26 559
663 481 451
390 88 81
858 887 210
684 755 19
138 32 336
470 678 651
131 926 492
652 204 604
623 256 859
214 980 922
926 57 319
328 27 858
400 747 599
48 593 758
57 584 646
51 910 940
779 426 456
712 234 71
515 66 484
795 686 785
563 826 840
704 378 658
527 542 818
427 317 389
829 273 691
605 664 344
583 139 883
119 1 904
284 895 660
946 117 993
891 430 209
619 909 429
71 438 544
873 771 777
39 274 534
988 779 942
510 26 16
605 662 736
965 919 989
936 838 816
335 976 969
732 506 975
740 976 996
99 545 843
125 622 282
66 157 906
886 397 990
487 945 195
505 214 110
132 820 600
593 466 406
891 994 634
994 349 724
418 769 705
392 624 300
722 404 627
917 322 582
576 534 327
762 536 708
502 629 332
444 915 117
38 521 491
699 96 249
486 697 83
322 271 317
880 65 11
678 965 602
350 19 715
212 160 289
586 946 449
627 957 266
563 715 109
918 44 954
967 9 879
112 90 118
233 29 485
172 905 656
482 474 229
688 24 57
317 991 503
890 841 64
400 911 781
293 96 731
699 239 873
671 449 819
298 475 190
233 436 780
76 728 361
283 232 62
909 55 495
422 405 480
611 704 515
119 327 737
695 583 647
348 252 563
985 749 644
234 865 835
269 763 459
784 128 400
666 617 742
348 755 140
632 860 181
246 77 153
894 609 815
401 405 752
385 975 704
83 264 819
305 178 210
385 152 916
466 524 40
773 537 512
803 124 911
6 976 339
47 154 691
233 139 400
73 272 382
786 229 726
711 295 366
821 725 833
173 395 839
274 733 67
903 504 702
44 446 576
516 827 873
556 337 962
264 23 629
80 207 454
101 654 759
91 802 459
813 838 518
371 997 331
520 318 947
415 514 856
853 344 787
391 342 429
962 425 75
401 346 324
282 866 848
624 310 793
749 96 698
887 531 417
224 600 502
920 965 243
790 356 287
518 26 129
899 268 155
692 889 52
975 3 578
426 138 303
556 98 730
476 523 967
668 455 825
440 391 803
834 370 939
653 288 806
955 477 775
442 836 27
251 1 839
156 743 703
427 562 97
386 882 380
899 835 514
481 711 720
680 73 887
651 993 633
170 384 39
87 835 512
247 926 720
790 164 804
103 287 59
694 234 806
475 222 718
319 935 412
831 711 14
941 352 299
795 687 425
44 497 658
613 677 556
707 478 553
645 730 858
948 101 503
548 354 618
496 856 218
128 966 105
40 584 571
453 148 904
58 687 294
324 65 303
44 868 980
889 684 586
984 646 433
183 146 623
819 164 924
530 390 889
964 871 65
740 505 246
107 384 105
309 528 606
859 685 835
753 978 692
582 994 642
996 570 854
527 642 19
350 89 481
44 237 931
815 469 714
325 223 386
570 227 430
485 979 576
628 223 417
841 660 968
163 491 867
931 777 725
495 706 615
87 754 217
350 498 230
762 92 180
240 667 185
740 959 137
59 677 659
66 839 116
832 19 449
453 292 109
101 159 469
241 532 867
605 969 339
486 18 292
969 553 908
822 643 143
939 493 962
379 72 359
723 655 990
714 895 164
250 312 63
844 681 638
124 289 879
244 808 842
837 28 597
110 79 56
93 842 590
664 241 838
755 282 659
153 314 424
93 84 570
647 868 164
129 444 294
983 50 380
914 737 617
326 371 981
241 71 58
439 218 379
807 488 964
304 514 554
12 944 950
56 931 778
113 192 310
895 876 144
711 186 566
74 275 341
383 173 237
644 994 775
823 973 225
703 118 580
642 217 482
331 690 580
156 796 535
165 481 681
478 606 489
723 213 223
88 721 10
36 750 275
331 509 601
460 299 922
125 582 94
752 289 420
558 428 120
52 855 26
460 85 667
494 311 527
195 950 536
145 6 566
777 204 682
317 53 312
548 900 592
164 595 16
380 697 860
444 825 236
418 316 605
20 750 405
356 915 778
485 212 942
225 564 953
106 850 116
674 496 769
721 572 519
726 104 947
189 123 181
185 523 425
329 964 260
759 663 769
545 627 659
493 320 497
360 470 891
621 91 338
178 163 531
932 85 840
103 436 296
305 139 408
395 99 307
739 507 915
644 409 430
843 529 837
238 367 909
920 225 47
43 820 544
256 901 599
471 133 65
716 537 546
241 253 789
69 666 554
64 226 294
336 847 58
974 232 915
861 813 729
858 736 744
220 547 655
702 295 304
940 653 255
183 93 321
767 631 154
195 687 482
478 339 583
380 587 769
325 501 457
955 387 702
411 379 579
564 660 455
133 302 247
781 686 534
517 49 504
56 940 721
659 887 259
587 58 123
558 24 30
361 558 109
624 916 721
763 540 53
113 32 17
311 925 694
789 625 679
132 386 548
166 29 273
306 89 723
539 555 608
723 491 706
965 832 742
919 443 239
54 489 187
91 293 482
532 261 819
212 619 484
771 879 897
558 586 405
408 691 146
564 281 229
145 83 926
632 701 354
459 117 334
853 570 498
897 312 391
363 889 435
237 291 127
65 777 996
307 175 858
58 625 206
59 67 855
338 465 296
48 122 250
104 422 9
482 961 744
22 875 153
793 530 14
306 704 679
529 748 381
917 500 719
197 183 150
878 899 912
171 1 0
876 471 984
932 430 568
766 517 852
411 228 729
317 35 195
148 105 633
366 709 592
307 713 662
674 119 495
263 793 216
135 943 483
936 426 540
722 376 933
62 822 636
965 189 270
894 50 911
642 164 767
994 146 8
669 526 513
576 558 617
500 551 142
64 602 713
296 692 427
879 784 471
291 151 591
996 289 823
71 11 627
193 107 387
586 817 642
981 576 17
297 115 67
456 935 851
